ID,Domain,Phylum,Class,Order,Family,Genus
OTU_4439,Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_22338,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_31023,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8481,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae 1,Paenibacillus
OTU_14368,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Unclassified,Unclassified
OTU_8309,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_7515,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
OTU_9178,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
OTU_25983,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_19803,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8118,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7860,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unclassified
OTU_4779,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_11760,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
OTU_8826,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7762,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6552,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_24453,Bacteria,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified
OTU_4233,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Byssovorax
OTU_12892,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_11978,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_12895,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10541,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
OTU_14853,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_17469,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania
OTU_13836,Bacteria,Acidobacteria,Acidobacteria_Gp7,Unclassified,Unclassified,Gp7
OTU_13583,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_13906,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_5548,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_12846,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_27647,Bacteria,Acidobacteria,Acidobacteria_Gp4,Unclassified,Unclassified,Gp4
OTU_11257,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_7969,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_12268,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_4800,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_13322,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_12550,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_5191,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_31687,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_18549,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified
OTU_16933,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Unclassified
OTU_9033,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
OTU_24360,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unclassified
OTU_19876,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified
OTU_19720,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9095,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_12538,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis
OTU_28527,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_3381,Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,Unclassified
OTU_20057,Bacteria,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8972,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_25025,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_19977,Bacteria,OP11,Unclassified,Unclassified,Unclassified,OP11_genera_incertae_sedis
OTU_9704,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania
OTU_4355,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_11123,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Unclassified,Unclassified
OTU_25336,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_26964,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8793,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6682,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_23429,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8877,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7442,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7378,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_8681,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified
OTU_21764,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_25338,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter
OTU_7009,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_15636,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7906,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa
OTU_9215,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Unclassified,Unclassified
OTU_12967,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7808,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_18301,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified
OTU_4091,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_28354,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Bellilinea
OTU_5715,Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_8845,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_12096,Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8887,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_17332,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_19220,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_28396,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Unclassified
OTU_9294,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
OTU_12420,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_3229,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_3447,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6408,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_21456,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_12615,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
OTU_9911,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10272,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_7013,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis
OTU_22250,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
OTU_10342,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_2958,Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,Unclassified
OTU_22029,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_12095,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Unclassified,Unclassified
OTU_7434,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3
OTU_8569,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_16755,Bacteria,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_14544,Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_11346,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_21970,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta
OTU_9152,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Unclassified,Family V,GpV
OTU_17461,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_21663,Bacteria,Armatimonadetes,Unclassified,Unclassified,Unclassified,Armatimonadetes_gp4
OTU_26744,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified
OTU_6855,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9547,Archaea,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_22737,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_4446,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Unclassified,Porticoccus
OTU_8492,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_15645,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_18846,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_12315,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_9650,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_27081,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10679,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_7557,Bacteria,OP11,Unclassified,Unclassified,Unclassified,OP11_genera_incertae_sedis
OTU_7706,Bacteria,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10515,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_11296,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_18563,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_18885,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Unclassified,Unclassified
OTU_18077,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8491,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia
OTU_28848,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
OTU_7485,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_14203,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas
OTU_31750,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Unclassified
OTU_5275,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_16745,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_28389,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10683,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8731,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_11975,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Anaerobacter
OTU_13516,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9187,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces
OTU_10470,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_15792,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_7880,Bacteria,Acidobacteria,Acidobacteria_Gp3,Unclassified,Unclassified,Gp3
OTU_8270,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_29549,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8657,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_12574,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
OTU_4306,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis
OTU_3971,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9150,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_21845,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6560,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_14721,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_11540,Bacteria,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_28320,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_17218,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis
OTU_28973,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_6173,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas
OTU_16378,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_29614,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6831,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_17613,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_27287,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_14039,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_15220,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_28709,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unclassified
OTU_12914,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_11154,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6081,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9816,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6709,Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_17347,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8769,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unclassified
OTU_10474,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7668,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacter
OTU_21388,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_13209,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_21618,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_23136,Bacteria,Acidobacteria,Acidobacteria_Gp15,Unclassified,Unclassified,Gp15
OTU_31994,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10771,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_17872,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_5203,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_2732,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
OTU_15138,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Unclassified
OTU_21499,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_17905,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Unclassified
OTU_8930,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9177,Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_31873,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7856,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum
OTU_8839,Bacteria,Chloroflexi,Chloroflexi,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon
OTU_9326,Bacteria,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified
OTU_7486,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_25469,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_11801,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9522,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_4765,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_26176,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_4057,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_5637,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Unclassified,Unclassified,Unclassified
OTU_23373,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unclassified,Unclassified
OTU_12556,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10429,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_14009,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_18705,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9658,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unclassified
OTU_4485,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_20882,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_13641,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae 1,Paenibacillus
OTU_13534,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_16472,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_5304,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_19066,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_24340,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10554,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8246,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_5874,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Unclassified
OTU_11263,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_4066,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Saprospiraceae,Unclassified
OTU_6776,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis
OTU_10397,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_14094,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_3731,Bacteria,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_18127,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_4656,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6275,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis
OTU_5059,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Unclassified,Unclassified
OTU_8875,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_16056,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6734,Bacteria,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified
OTU_14959,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
OTU_29263,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_13206,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_18440,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7374,Bacteria,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9768,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Unclassified
OTU_9662,Bacteria,OP11,Unclassified,Unclassified,Unclassified,OP11_genera_incertae_sedis
OTU_8419,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_26334,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_26540,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_31097,Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,Unclassified
OTU_13660,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_14418,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_2743,Bacteria,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_13772,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_11021,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_22510,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10782,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_29596,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unclassified
OTU_17007,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_15058,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_8985,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Persicirhabdus
OTU_15073,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
OTU_15825,Bacteria,Verrucomicrobia,Subdivision5,Unclassified,Unclassified,Subdivision5_genera_incertae_sedis
OTU_15749,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_29297,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_13018,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea
OTU_27986,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Unclassified
OTU_7086,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_11422,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unclassified,Unclassified
OTU_22694,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_19191,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_20059,Bacteria,Actinobacteria,Actinobacteria,Unclassified,Unclassified,Unclassified
OTU_15599,Bacteria,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6677,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10491,Bacteria,Chloroflexi,Dehalococcoidetes,Unclassified,Unclassified,Dehalogenimonas
OTU_22749,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9965,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_26613,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_23396,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified
OTU_17456,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_12727,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_30077,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_29663,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
OTU_17791,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_3967,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter
OTU_10829,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaerospora
OTU_21127,Archaea,Crenarchaeota,Thermoprotei,Fervidicoccales,Fervidicoccaceae,Fervidicoccus
OTU_28035,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8571,Bacteria,OP11,Unclassified,Unclassified,Unclassified,OP11_genera_incertae_sedis
OTU_21519,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
OTU_13205,Archaea,Euryarchaeota,Unclassified,Unclassified,Unclassified,Unclassified
OTU_28402,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_20377,Bacteria,Acidobacteria,Acidobacteria_Gp3,Unclassified,Unclassified,Gp3
OTU_28023,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_19041,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_12979,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_19665,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU_15172,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9742,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_11790,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_22273,Bacteria,Planctomycetes,Unclassified,Unclassified,Unclassified,Unclassified
